"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_37228","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales",NA,NA,NA
"ASV_37262","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_37263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Microcyclospora","s__rhoicola"
"ASV_37264","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_37265","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniopsis","s__clavulata"
"ASV_37268","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__subtropicus"
"ASV_37290","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__caerulescens"
"ASV_37310","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Lecania","s__cyrtella"
"ASV_37314","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis",NA
"ASV_37316","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Yurkovia","s__mendeliana"
"ASV_37317","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__pseudocylindracea"
"ASV_37318","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae",NA,NA
"ASV_37338","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Antarctolichenia","s__onofrii"
"ASV_37387","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV_37389","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_37036","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia",NA
"ASV_37044",NA,NA,NA,NA,NA,NA,NA
"ASV_37049","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__mucedo"
"ASV_37052","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"ASV_37060",NA,NA,NA,NA,NA,NA,NA
"ASV_37073","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_37097","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_37098","k__Eukaryota_kgd_Incertae_sedis","p__Eukaryota_phy_Incertae_sedis","c__Eukaryota_cls_Incertae_sedis","o__Eukaryota_ord_Incertae_sedis","f__Eukaryota_fam_Incertae_sedis","g__Eukaryota_gen_Incertae_sedis",NA
"ASV_37100","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__karoo"
"ASV_37107",NA,NA,NA,NA,NA,NA,NA
"ASV_37108","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Flabellascus","s__tenuirostris"
"ASV_37110","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"ASV_37111","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Rhodocollybia","s__butyracea"
"ASV_37115","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_37119","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae",NA,NA
"ASV_37141","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__lilacea"
"ASV_37144","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomycetaceae_gen_Incertae_sedis",NA
"ASV_37150","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Lachnellula","s__calyciformis"
"ASV_37157","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae","g__Rhytidhysteron","s__thailandicum"
"ASV_37158","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Mycoleptodiscus",NA
"ASV_37162","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_37166","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Byssosphaeria",NA
"ASV_37204","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA
"ASV_37216","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__carinthiaca"
"ASV_37218","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis","s__gigantea"
"ASV_37230","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__capensis"
"ASV_37233","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__sympodialis"
